policy,scenario,seed,clusters,requests,measured,trace_sha256,ttft_mean_s,ttft_p95_s,e2e_mean_s,e2e_p95_s,p_wait_mean_s,prefill_mean_s,d_wait_mean_s,token_hit_ratio,switch_ratio,completed_rps,drain_seconds,max_decode_batch,observation_samples,case
round_robin,steady,89,8,1800,1440,4301289dabc4db34916cd4afc5aa5bd79801e0151c6e13bbc85495ac0bbdb4f1,0.35089861157627145,1.2333176936632952,12.107182036398973,17.408970834682634,0.014763812505429364,0.2802734666666667,0.013093134342958744,0.6065150043078954,0.7527777777777778,5.403980099207683,16.915161630860723,14,1333,decode_heavy_8
least_wait,steady,89,8,1800,1440,4301289dabc4db34916cd4afc5aa5bd79801e0151c6e13bbc85495ac0bbdb4f1,0.3368420614367384,1.2299151510637216,12.09322074202642,17.39235958353737,0.0002888489638282168,0.2807302567901235,0.013064963862291067,0.6058367399314403,0.7458333333333333,5.406429462924548,16.764257369769837,16,1332,decode_heavy_8
algorithm_one,steady,89,8,1800,1440,4301289dabc4db34916cd4afc5aa5bd79801e0151c6e13bbc85495ac0bbdb4f1,0.22262809058536728,1.095387456606943,11.978816762744243,17.150983996037212,0.03633977110239063,0.12931050370370373,0.014213441577049861,0.8306722149914759,0.0,5.405329303356536,16.83202081634289,16,1333,decode_heavy_8
algorithm_two,steady,89,8,1800,1440,4301289dabc4db34916cd4afc5aa5bd79801e0151c6e13bbc85495ac0bbdb4f1,0.2468788786449104,1.2125899340227022,12.002960049134797,17.150748378813788,0.025312293795408714,0.1565203802469136,0.022283770802439002,0.790269655918315,0.06041666666666667,5.404628363640558,16.87520902392248,16,1333,decode_heavy_8
round_robin,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,1.3551696720105706,3.5193319554959146,4.2467187153690995,6.7150034055616175,0.8232484813919746,0.47574727901234565,0.013163065627216324,0.32828937887303644,0.7722222222222223,13.165373312563226,6.622902887155476,12,547,small_cache_8
least_wait,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,0.7372528441898408,1.7358429723029118,3.6288059315070598,5.499097777990848,0.2077121294888009,0.47321641481481486,0.013325357445390219,0.33198227410289666,0.7527777777777778,13.363743127789803,4.593413445002994,13,539,small_cache_8
algorithm_one,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,0.4765278430804267,1.6772136757532081,3.3679437627113424,5.219239050236894,0.20446282892167603,0.21606826666666668,0.013020617271624017,0.7071984435797666,0.0,13.370613355139406,4.5242041915550715,13,539,small_cache_8
algorithm_two,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,0.5488188333892371,1.5260613851347955,3.4401886470381626,5.170102035822673,0.14520421415351822,0.346080612345679,0.014555880332330772,0.5174917135033866,0.30972222222222223,13.270524929920809,5.539556893375419,16,543,small_cache_8
round_robin,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,1.4625058988441322,3.961067944265764,4.342378805805202,6.97171653456715,0.91581842646966,0.49001665679012346,0.013342944969236221,0.32219263126333797,0.7618055555555555,13.495537349109341,5.730642448292386,14,534,small_cache_8
least_wait,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,0.9578950387283655,2.484285747347087,3.8376864429172133,5.887422935102123,0.40495696936384235,0.4962265333333334,0.013395311017789171,0.31332122259651846,0.7666666666666667,13.5690724220426,5.007828223588135,14,531,small_cache_8
algorithm_one,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,0.430705124062783,1.4277138929501447,3.310469159793809,5.137723897360694,0.17464719833148828,0.19965863209876542,0.013106566271935311,0.7369971251697561,0.0,13.488860372742822,5.796664178797656,15,534,small_cache_8
algorithm_two,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,0.6265959115826256,1.7393556499266438,3.50645739638768,5.425030567794348,0.20052058473100232,0.3679549283950617,0.014815674466586036,0.49656960440219405,0.34444444444444444,13.596014065813378,4.744961973994421,16,530,small_cache_8
round_robin,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,1.1416387702036355,2.732765021604834,4.050698762352969,6.163135946971863,0.6081307356246841,0.4775080345679013,0.013246590443184058,0.3136514454363806,0.7527777777777778,12.822422076786017,4.876522673258734,11,562,small_cache_8
least_wait,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,0.7228264006268192,1.6964210823158083,3.6320324199934606,5.5479692841947355,0.18823552976820196,0.47869321975308643,0.013163575337928599,0.3118916243515243,0.7451388888888889,12.872243041414311,4.333196861475898,14,560,small_cache_8
algorithm_one,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,0.5422165664997104,2.0286965569291624,3.451366235453261,5.394227035031506,0.2605946900730777,0.22592778765432098,0.012984893123072803,0.6872101336364136,0.0,12.884388996129173,4.201375405751293,14,559,small_cache_8
algorithm_two,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,0.5370012622182594,1.489133507338181,3.4461497843369373,5.322187137530278,0.1309795626400843,0.34937223209876545,0.013936368286401015,0.503913768766842,0.3229166666666667,12.87847621271807,4.265516470875525,16,560,small_cache_8
round_robin,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,0.4833023060922458,1.3887779264300804,3.3748682581175506,5.032185878421828,0.14960065194683086,0.27782135308641975,0.01289982947803277,0.6170917999711774,0.7722222222222223,13.31291444468222,5.107670315743832,11,541,stale_8
least_wait,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,0.7883536088127815,2.275774157501999,3.6798156173548353,5.742400597842547,0.448624149821309,0.2836114765432099,0.013171681478992718,0.6086431762501802,0.7569444444444444,13.267373037086793,5.571780259470927,13,543,stale_8
algorithm_one,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,0.3859028210333501,1.7173963609084808,3.2773240112046667,4.990159723945254,0.1978724420713244,0.1320559209876543,0.013021426719853162,0.829784551088053,0.0,13.325371453874222,4.981274171786623,15,541,stale_8
algorithm_two,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,0.4658346722738784,1.815612715803276,3.3573393191330916,5.273080376900289,0.20718704604649751,0.1884262913580247,0.027277654314822562,0.747532065139069,0.1625,13.37095186044634,4.520795997368197,16,539,stale_8
round_robin,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,0.5113366132545724,1.434640387394225,3.3912003266066906,5.105533454045002,0.16839849966799356,0.286535175308642,0.013104336820217142,0.6128855888110901,0.7618055555555555,13.552634491483476,5.168724413663355,11,532,stale_8
least_wait,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,0.8504297015556732,2.7278957194279982,3.7302168022350815,5.957381352623038,0.5052835868229938,0.287535175308642,0.01431664793285229,0.611456992186811,0.74375,13.602880166784406,4.67813678226959,16,530,stale_8
algorithm_one,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,0.36428905663369077,1.873757382799127,3.2441946190557487,5.218637659344736,0.17243125746760649,0.12694258271604938,0.021642663181706566,0.8408790278488156,0.0,13.640239402245774,4.315712222410227,16,528,stale_8
algorithm_two,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,0.427194466638409,1.8803600078573908,3.307072300762995,5.309503481173799,0.19151954709461103,0.1770536938271605,0.015359889740585511,0.769290463676608,0.14166666666666666,13.606354554568956,4.644347564432124,16,530,stale_8
round_robin,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,0.4759073106254814,1.4086097131404216,3.384991925860633,5.088980229984571,0.13961444355442962,0.2802734666666667,0.013293414647638307,0.6065150043078954,0.7527777777777778,12.8837374225828,4.208440700031417,11,559,stale_8
least_wait,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,0.7148113179581183,2.359867047103556,3.6239630945488046,5.676607719522167,0.38421713805256835,0.27503889876543214,0.012860352549528347,0.6142875474326777,0.7375,12.888888667850939,4.152603016073044,13,559,stale_8
algorithm_one,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,0.34694193077621205,1.4188484888870647,3.256008256799007,4.957624762829624,0.16209015868895918,0.12931050370370373,0.01285774924863775,0.8306722149914759,0.0,12.885507513334538,4.189248505166489,16,559,stale_8
algorithm_two,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,0.4910266473373063,1.843854772127628,3.4001551579856857,5.381132402451819,0.22527474485182336,0.19269321975308643,0.030360943678415166,0.7365584498909278,0.18125,12.887032387850192,4.1727192926676935,16,559,stale_8
round_robin,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,13.708278029060653,26.866913331750055,16.59977256559041,29.957131995308913,12.951357722319758,0.7007349333333334,0.01318591432652204,0.0,0.7722222222222223,10.502121953233509,41.29454626955436,10,686,no_apc_8
least_wait,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,13.212484664069345,24.04770442527459,16.103959519100083,27.129005768593984,12.455436997964235,0.7007349333333334,0.013303435687003323,0.0,0.7548611111111111,11.255032855011445,29.829065600513076,10,640,no_apc_8
algorithm_one,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,14.214576644874503,30.21689026624061,17.10596354595467,33.35374479391356,13.457947122430227,0.7007349333333334,0.012896236931537877,0.0,0.0,9.707988202706447,55.31492876451162,11,742,no_apc_8
algorithm_two,steady,31,8,1800,1440,6abdec76a5cdeb4e07d682a70218d5ff8d9605ddaaed4f7cfba97e3845f1a405,13.556368659946113,24.611927162020308,16.44786732581919,27.76182098753857,12.799604464108105,0.7007349333333334,0.013027164600813938,0.0,0.7590277777777777,11.102707982582203,32.02322231745492,10,649,no_apc_8
round_robin,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,17.345796511030755,31.351636746304138,20.22557583698303,34.21366945478633,16.57413386619268,0.7155475209876544,0.012783928075769184,0.0,0.7618055555555555,10.917840016775328,37.22099476616633,11,660,no_apc_8
least_wait,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,16.223018949056318,26.42796912766407,19.102783142376886,29.381841483413467,15.450990060002303,0.7155475209876544,0.013152781627389608,0.0,0.7569444444444444,11.162916103602663,33.601407468401774,13,646,no_apc_8
algorithm_one,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,17.040522666205284,52.7937752969395,19.9204376989187,55.6419383573307,16.268317061411384,0.7155475209876544,0.013339689266195769,0.0,0.0,9.299642801265524,65.90904025484262,10,775,no_apc_8
algorithm_two,steady,47,8,1800,1440,bbb755350e7a4dfb6692cede3b0c9a2dc2ae8f6e718cef5760ce8c49a65222a1,16.34659284503419,27.468991720164638,19.226475664984488,30.295886834888947,15.574656186384628,0.7155475209876544,0.013061289319364,0.0,0.7618055555555555,11.212285873656402,32.89140184803473,11,643,no_apc_8
round_robin,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,10.53766400189311,22.9294814370124,13.446775575113149,25.919754713069494,9.792820686197294,0.6887426024691358,0.01336126436364645,0.0,0.7527777777777778,10.984315879962065,28.367442477667254,10,656,no_apc_8
least_wait,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,9.110126122465202,16.888336155491572,12.019323623929859,19.8609050303465,8.365319554282614,0.6887426024691358,0.013322484779888616,0.0,0.7534722222222222,11.336691395953498,23.273912203510918,10,636,no_apc_8
algorithm_one,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,10.642183843554365,28.30787480421199,13.551259505676818,31.376634236463403,9.897723293262628,0.6887426024691358,0.012988874807089138,0.0,0.0,10.211712368689847,40.76561272046908,10,706,no_apc_8
algorithm_two,steady,89,8,1800,1440,506364b22749c6aee620c7e8b26e5a5881a2531296a168f70238698d158a8929,9.285944879750325,16.646273678763322,12.195086589166493,19.59286536634889,8.541055134026395,0.6887426024691358,0.013407773000627845,0.0,0.7486111111111111,11.353148135330825,23.04376077896964,11,635,no_apc_8
